Measurement,Well,Group,Time,OCR,ECAR,PPR,Cell Number,
10,E03,ND_PBMC,66.82,219.67,72.55,129.02,7,
10,E04,ND_PBMC,66.82,136.03,76.80,136.58,7,
10,E05,ND_T,66.82,149.92,54.95,97.73,7,
10,E06,ND_T,66.82,452.04,105.76,188.09,6.125,
10,E07,T2D_T,66.82,174.74,60.67,107.89,7,
10,E08,SVC007,66.82,32.36,9.91,17.63,3.043478261,
10,E09,ND_T40,66.82,47.16,73.95,131.51,2,
10,E10,ND_T40,66.82,54.53,80.33,142.86,2,
10,E11,T2D_T40,66.82,58.72,70.03,124.54,2,
10,E12,Background,66.82,0.00,0.00,0.00,,
10,F01,Background,66.82,0.00,0.00,0.00,,
10,F02,SVC002,66.82,95.75,33.41,59.41,47.03125,
10,F03,ND_PBMC,66.82,174.44,76.41,135.90,7,
10,F04,ND_PBMC,66.82,183.91,68.32,121.49,7,
10,F05,ND_T,66.82,125.94,60.11,106.91,7,
10,F06,ND_T,66.82,367.56,78.43,139.48,6.125,
10,F07,T2D_T,66.82,127.56,47.89,85.16,7,
10,F08,SVC007,66.82,30.46,11.46,20.38,6.218695652,
10,F09,ND_T40,66.82,56.60,79.59,141.55,2,
10,F10,ND_T40,66.82,58.48,77.33,137.53,2,
10,F11,T2D_T40,66.82,-14.54,60.27,107.18,2,
10,F12,Background,66.82,0.00,0.00,0.00,,
10,G01,Background,66.82,0.00,0.00,0.00,,
10,G02,SVC003,66.82,39.10,16.25,28.90,36.09375,
10,G03,ND_PBMC,66.82,183.73,72.96,129.74,7,
10,G04,ND_PBMC,66.82,129.33,72.68,129.25,7,
10,G05,ND_T,66.82,126.03,55.81,99.25,7,
10,G06,ND_T,66.82,365.74,98.93,175.94,6.125,
10,G07,T2D_T,66.82,104.40,38.91,69.19,7,
10,G08,SVC007,66.82,37.10,12.52,22.27,6.218695652,
10,G09,ND_T40,66.82,50.92,82.44,146.61,2,
10,G10,ND_T40,66.82,48.62,78.05,138.80,2,
10,G11,T2D_T40,66.82,60.40,77.21,137.31,2,
10,G12,Background,66.82,0.00,0.00,0.00,,
10,H01,Background,66.82,0.00,0.00,0.00,,
10,H02,Unassigned,66.82,-4.05,0.55,0.98,,
10,H03,ND_PBMC,66.82,154.09,62.62,111.36,7,
10,H04,ND_PBMC,66.82,102.72,64.89,115.40,7,
10,H05,ND_T,66.82,96.55,34.64,61.60,7,
10,H06,Unassigned,66.82,-5.98,0.37,0.66,,
10,H07,T2D_T,66.82,129.11,41.70,74.16,,
10,H08,Unassigned,66.82,-2.93,0.87,1.56,,
10,H09,ND_T40,66.82,54.88,78.96,140.43,2,
10,H10,ND_T40,66.82,62.77,89.85,159.79,2,
10,H11,Unassigned,66.82,-0.23,-0.24,-0.43,,
10,H12,Background,66.82,0.00,0.00,0.00,,
11,A01,Background,74.93,0.00,0.00,0.00,,
11,A02,Background,74.93,0.00,0.00,0.00,,
11,A03,ND_PBMC,74.93,151.55,72.90,129.65,7,
11,A04,ND_PBMC,74.93,327.66,97.56,173.50,7,
11,A05,T2D_PBMC,74.93,218.74,83.93,149.26,7,
11,A06,Unassigned,74.93,1.22,-0.06,-0.10,,
11,A07,SVC006,74.93,14.06,3.47,6.18,1.533972233,
11,A08,SVC006,74.93,12.03,4.57,8.12,1.533972233,
11,A09,L_T40,74.93,86.13,69.79,124.11,2,
11,A10,Unassigned,74.93,-4.39,0.73,1.30,,
11,A11,Unassigned,74.93,-4.05,0.93,1.66,,
11,A12,Background,74.93,0.00,0.00,0.00,,
11,B01,L_PBMC,74.93,165.17,56.28,100.09,7,
11,B02,L_PBMC,74.93,159.02,59.17,105.22,7,
11,B03,ND_PBMC,74.93,156.62,69.03,122.77,7,
11,B04,ND_PBMC,74.93,292.50,79.31,141.04,7,
11,B05,T2D_PBMC,74.93,310.37,95.10,169.12,7,
11,B06,ND_T,74.93,220.48,61.38,109.16,0.566847826,
11,B07,ND_T,74.93,92.34,21.32,37.91,0.551630435,
11,B08,SVC006,74.93,16.23,3.09,5.50,,
11,B09,L_T40,74.93,107.32,84.99,151.15,2,
11,B10,ND_T40,74.93,67.25,72.99,129.80,15.5875,
11,B11,T2D_T40,74.93,48.07,53.19,94.60,2,
11,B12,Background,74.93,0.00,0.00,0.00,,
11,C01,L_PBMC,74.93,180.73,64.52,114.75,7,
11,C02,L_PBMC,74.93,160.42,62.88,111.82,7,
11,C03,ND_PBMC,74.93,122.10,58.81,104.59,7,
11,C04,ND_PBMC,74.93,318.21,96.30,171.26,7,
11,C05,T2D_PBMC,74.93,239.91,85.53,152.12,7,
11,C06,ND_T,74.93,209.63,70.26,124.94,5.668478269,
11,C07,ND_T,74.93,87.71,24.88,44.24,5.516343478,
11,C08,SVC006,74.93,10.91,5.51,9.80,1.533972233,
11,C09,L_T40,74.93,94.23,94.53,168.11,2,
11,C10,ND_T40,74.93,82.40,102.14,181.64,1.88125,
11,C11,ND_T40,74.93,26.13,53.38,94.93,1.33984375,
11,C12,Background,74.93,0.00,0.00,0.00,,
11,D01,L_T,74.93,65.91,27.75,49.35,7,
11,D02,L_T,74.93,44.25,26.45,47.04,7,
11,D03,ND_PBMC,74.93,137.14,72.58,129.07,7,
11,D04,ND_PBMC,74.93,266.67,83.85,149.12,7,
11,D05,T2D_PBMC,74.93,208.24,75.82,134.83,7,
11,D06,ND_T,74.93,208.84,60.21,107.08,5.668478269,
11,D07,ND_T,74.93,77.16,29.83,53.05,5.516343478,
11,D08,SVC006,74.93,9.40,5.70,10.14,1.533972233,
11,D09,L_T40,74.93,90.33,94.82,168.64,2,
11,D10,ND_T40,74.93,91.36,102.19,181.74,1.88125,
11,D11,ND_T40,74.93,45.11,65.18,115.91,1.33984375,
11,D12,Background,74.93,0.00,0.00,0.00,,
11,E01,L_T,74.93,97.78,36.15,64.30,7,
11,E02,L_T,74.93,77.53,36.46,64.83,7,
11,E03,ND_PBMC,74.93,218.96,77.52,137.85,7,
11,E04,ND_PBMC,74.93,130.49,78.79,140.12,7,
11,E05,ND_T,74.93,128.56,55.14,98.05,7,
11,E06,ND_T,74.93,416.25,104.29,185.46,6.125,
11,E07,T2D_T,74.93,157.25,59.50,105.82,7,
11,E08,SVC007,74.93,29.79,10.07,17.90,3.347826087,
11,E09,ND_T40,74.93,48.22,71.75,127.60,2,
11,E10,ND_T40,74.93,50.85,80.09,142.44,2,
11,E11,T2D_T40,74.93,55.63,68.48,121.78,2,
11,E12,Background,74.93,0.00,0.00,0.00,,
11,F01,Background,74.93,0.00,0.00,0.00,,
11,F02,SVC002,74.93,95.69,35.01,62.26,47.03125,
11,F03,ND_PBMC,74.93,152.14,82.38,146.50,7,
11,F04,ND_PBMC,74.93,161.30,70.72,125.78,7,
11,F05,ND_T,74.93,106.38,60.50,107.59,7,
11,F06,ND_T,74.93,348.69,79.11,140.69,6.125,
11,F07,T2D_T,74.93,116.24,48.99,87.12,7,
11,F08,SVC007,74.93,29.09,12.39,22.04,6.218695652,
11,F09,ND_T40,74.93,51.80,77.43,137.70,2,
11,F10,ND_T40,74.93,53.36,76.16,135.45,2,
11,F11,T2D_T40,74.93,-15.13,56.18,99.92,2,
11,F12,Background,74.93,0.00,0.00,0.00,,
11,G01,Background,74.93,0.00,0.00,0.00,,
11,G02,SVC003,74.93,37.27,16.04,28.53,36.09375,
11,G03,ND_PBMC,74.93,181.56,72.56,129.05,7,
11,G04,ND_PBMC,74.93,134.97,76.15,135.42,7,
11,G05,ND_T,74.93,117.57,54.94,97.71,7,
11,G06,ND_T,74.93,350.02,99.33,176.65,6.125,
11,G07,T2D_T,74.93,97.24,39.49,70.23,7,
11,G08,SVC007,74.93,30.62,12.29,21.85,6.218695652,
11,G09,ND_T40,74.93,50.10,79.16,140.79,2,
11,G10,ND_T40,74.93,47.38,73.79,131.23,2,
11,G11,T2D_T40,74.93,59.70,73.89,131.41,2,
11,G12,Background,74.93,0.00,0.00,0.00,,
11,H01,Background,74.93,0.00,0.00,0.00,,
11,H02,Unassigned,74.93,-5.71,0.73,1.30,,
11,H03,ND_PBMC,74.93,177.41,62.73,111.55,7,
11,H04,ND_PBMC,74.93,102.18,65.83,117.06,7,
11,H05,ND_T,74.93,84.19,35.85,63.75,7,
11,H06,Unassigned,74.93,-4.51,0.34,0.61,,
11,H07,T2D_T,74.93,119.62,43.93,78.13,,
11,H08,Unassigned,74.93,-4.18,0.11,0.20,,
11,H09,ND_T40,74.93,51.94,76.76,136.52,2,
11,H10,ND_T40,74.93,58.96,88.73,157.80,2,
11,H11,Unassigned,74.93,-1.93,-0.45,-0.81,,
11,H12,Background,74.93,0.00,0.00,0.00,,
12,A01,Background,83.35,0.00,0.00,0.00,,
12,A02,Background,83.35,0.00,0.00,0.00,,
12,A03,ND_PBMC,83.35,20.82,51.25,91.14,7,
12,A04,ND_PBMC,83.35,26.85,60.59,107.75,7,
12,A05,T2D_PBMC,83.35,27.07,55.71,99.08,7,
12,A06,Unassigned,83.35,-2.31,0.43,0.76,,
12,A07,SVC006,83.35,-0.58,1.30,2.31,1.533972233,
12,A08,SVC006,83.35,0.12,1.88,3.35,1.533972233,
12,A09,L_T40,83.35,15.14,73.39,130.52,2,
12,A10,Unassigned,83.35,-3.74,0.31,0.55,,
12,A11,Unassigned,83.35,-8.60,0.18,0.32,,
12,A12,Background,83.35,0.00,0.00,0.00,,
12,B01,L_PBMC,83.35,19.63,38.34,68.19,7,
12,B02,L_PBMC,83.35,23.46,33.92,60.31,7,
12,B03,ND_PBMC,83.35,17.88,48.94,87.04,7,
12,B04,ND_PBMC,83.35,35.77,48.56,86.37,7,
12,B05,T2D_PBMC,83.35,33.66,65.12,115.81,7,
12,B06,ND_T,83.35,21.70,40.53,72.08,0.566847826,
12,B07,ND_T,83.35,9.72,13.07,23.24,0.551630435,
12,B08,SVC006,83.35,1.68,1.23,2.19,,
12,B09,L_T40,83.35,9.55,81.90,145.66,2,
12,B10,ND_T40,83.35,8.29,68.01,120.94,15.5875,
12,B11,T2D_T40,83.35,14.69,46.21,82.17,2,
12,B12,Background,83.35,0.00,0.00,0.00,,
12,C01,L_PBMC,83.35,19.24,44.21,78.63,7,
12,C02,L_PBMC,83.35,10.96,41.29,73.43,7,
12,C03,ND_PBMC,83.35,18.49,41.76,74.26,7,
12,C04,ND_PBMC,83.35,30.37,54.88,97.61,7,
12,C05,T2D_PBMC,83.35,27.38,53.33,94.84,7,
12,C06,ND_T,83.35,23.12,42.03,74.75,5.668478269,
12,C07,ND_T,83.35,2.72,13.30,23.66,5.516343478,
12,C08,SVC006,83.35,-4.57,3.40,6.05,1.533972233,
12,C09,L_T40,83.35,16.56,89.38,158.95,2,
12,C10,ND_T40,83.35,4.51,98.44,175.07,1.88125,
12,C11,ND_T40,83.35,-12.54,47.87,85.12,1.33984375,
12,C12,Background,83.35,0.00,0.00,0.00,,
12,D01,L_T,83.35,7.09,25.77,45.83,7,
12,D02,L_T,83.35,5.16,25.82,45.91,7,
12,D03,ND_PBMC,83.35,27.11,46.22,82.20,7,
12,D04,ND_PBMC,83.35,25.73,49.49,88.01,7,
12,D05,T2D_PBMC,83.35,25.46,49.36,87.78,7,
12,D06,ND_T,83.35,13.73,40.29,71.65,5.668478269,
12,D07,ND_T,83.35,9.25,15.58,27.71,5.516343478,
12,D08,SVC006,83.35,-5.35,4.34,7.73,1.533972233,
12,D09,L_T40,83.35,9.65,97.48,173.36,2,
12,D10,ND_T40,83.35,11.18,97.98,174.25,1.88125,
12,D11,ND_T40,83.35,3.17,64.57,114.84,1.33984375,
12,D12,Background,83.35,0.00,0.00,0.00,,
12,E01,L_T,83.35,9.21,28.94,51.46,7,
12,E02,L_T,83.35,10.57,30.72,54.64,7,
12,E03,ND_PBMC,83.35,5.69,42.28,75.19,7,
12,E04,ND_PBMC,83.35,24.30,47.34,84.18,7,
12,E05,ND_T,83.35,19.92,45.07,80.15,7,
12,E06,ND_T,83.35,35.58,65.05,115.68,6.125,
12,E07,T2D_T,83.35,13.40,37.89,67.39,7,
12,E08,SVC007,83.35,-2.41,5.43,9.65,3.652173913,
12,E09,ND_T40,83.35,3.39,70.15,124.75,2,
12,E10,ND_T40,83.35,5.89,75.26,133.84,2,
12,E11,T2D_T40,83.35,10.17,58.34,103.75,2,
12,E12,Background,83.35,0.00,0.00,0.00,,
12,F01,Background,83.35,0.00,0.00,0.00,,
12,F02,SVC002,83.35,22.37,21.89,38.92,47.03125,
12,F03,ND_PBMC,83.35,61.11,44.55,79.23,7,
12,F04,ND_PBMC,83.35,17.99,44.31,78.80,7,
12,F05,ND_T,83.35,7.21,49.50,88.04,7,
12,F06,ND_T,83.35,32.02,49.75,88.47,6.125,
12,F07,T2D_T,83.35,7.24,33.66,59.85,7,
12,F08,SVC007,83.35,-4.19,7.32,13.02,6.218695652,
12,F09,ND_T40,83.35,5.32,67.54,120.12,2,
12,F10,ND_T40,83.35,24.62,78.07,138.85,2,
12,F11,T2D_T40,83.35,-72.32,49.11,87.33,2,
12,F12,Background,83.35,0.00,0.00,0.00,,
12,G01,Background,83.35,0.00,0.00,0.00,,
12,G02,SVC003,83.35,7.17,12.22,21.73,36.09375,
12,G03,ND_PBMC,83.35,25.36,50.37,89.58,7,
12,G04,ND_PBMC,83.35,9.10,44.88,79.81,7,
12,G05,ND_T,83.35,13.99,40.67,72.33,7,
12,G06,ND_T,83.35,31.94,57.70,102.61,6.125,
12,G07,T2D_T,83.35,9.14,25.97,46.18,7,
12,G08,SVC007,83.35,1.38,7.38,13.13,6.218695652,
12,G09,ND_T40,83.35,2.26,70.51,125.40,2,
12,G10,ND_T40,83.35,4.24,73.41,130.55,2,
12,G11,T2D_T40,83.35,7.39,66.13,117.60,2,
12,G12,Background,83.35,0.00,0.00,0.00,,
12,H01,Background,83.35,0.00,0.00,0.00,,
12,H02,Unassigned,83.35,-0.39,0.31,0.55,,
12,H03,ND_PBMC,83.35,18.64,35.77,63.62,7,
12,H04,ND_PBMC,83.35,9.08,39.29,69.87,7,
12,H05,ND_T,83.35,7.62,28.63,50.91,7,
12,H06,Unassigned,83.35,-3.14,0.23,0.41,,
12,H07,T2D_T,83.35,15.45,27.81,49.46,,
12,H08,Unassigned,83.35,-6.20,0.42,0.74,,
12,H09,ND_T40,83.35,6.29,68.29,121.45,2,
12,H10,ND_T40,83.35,21.38,80.79,143.68,2,
12,H11,Unassigned,83.35,-3.23,0.13,0.23,,
12,H12,Background,83.35,0.00,0.00,0.00,,
13,A01,Background,89.75,0.00,0.00,0.00,,
13,A02,Background,89.75,0.00,0.00,0.00,,
13,A03,ND_PBMC,89.75,22.67,54.23,96.43,7,
13,A04,ND_PBMC,89.75,24.78,53.46,95.08,7,
13,A05,T2D_PBMC,89.75,25.24,54.99,97.80,7,
13,A06,Unassigned,89.75,-1.39,0.29,0.51,,
13,A07,SVC006,89.75,-0.25,0.23,0.40,1.533972233,
13,A08,SVC006,89.75,-0.27,0.98,1.74,1.533972233,
13,A09,L_T40,89.75,14.84,63.44,112.81,2,
13,A10,Unassigned,89.75,-1.56,0.31,0.55,,
13,A11,Unassigned,89.75,-6.12,0.30,0.54,,
13,A12,Background,89.75,0.00,0.00,0.00,,
13,B01,L_PBMC,89.75,17.47,37.79,67.20,7,
13,B02,L_PBMC,89.75,23.36,36.24,64.44,7,
13,B03,ND_PBMC,89.75,14.85,49.21,87.51,7,
13,B04,ND_PBMC,89.75,31.01,48.90,86.97,7,
13,B05,T2D_PBMC,89.75,33.51,67.17,119.45,7,
13,B06,ND_T,89.75,19.45,36.30,64.56,0.566847826,
13,B07,ND_T,89.75,9.09,11.34,20.17,0.551630435,
13,B08,SVC006,89.75,0.85,0.87,1.54,,
13,B09,L_T40,89.75,8.22,71.96,127.98,2,
13,B10,ND_T40,89.75,9.97,64.09,113.97,15.5875,
13,B11,T2D_T40,89.75,14.59,44.04,78.32,2,
13,B12,Background,89.75,0.00,0.00,0.00,,
13,C01,L_PBMC,89.75,20.07,44.03,78.31,7,
13,C02,L_PBMC,89.75,7.37,41.18,73.23,7,
13,C03,ND_PBMC,89.75,20.41,40.64,72.28,7,
13,C04,ND_PBMC,89.75,25.56,58.23,103.56,7,
13,C05,T2D_PBMC,89.75,24.85,56.05,99.69,7,
13,C06,ND_T,89.75,21.77,39.94,71.03,5.668478269,
13,C07,ND_T,89.75,3.22,12.77,22.71,5.516343478,
13,C08,SVC006,89.75,-3.91,2.96,5.26,1.533972233,
13,C09,L_T40,89.75,15.40,81.51,144.96,2,
13,C10,ND_T40,89.75,3.66,90.09,160.21,1.88125,
13,C11,ND_T40,89.75,-14.61,47.00,83.59,1.33984375,
13,C12,Background,89.75,0.00,0.00,0.00,,
13,D01,L_T,89.75,8.06,24.60,43.75,7,
13,D02,L_T,89.75,8.70,25.16,44.75,7,
13,D03,ND_PBMC,89.75,16.86,46.00,81.81,7,
13,D04,ND_PBMC,89.75,23.25,53.19,94.59,7,
13,D05,T2D_PBMC,89.75,29.02,49.90,88.75,7,
13,D06,ND_T,89.75,15.13,38.40,68.29,5.668478269,
13,D07,ND_T,89.75,8.50,13.52,24.05,5.516343478,
13,D08,SVC006,89.75,-6.41,3.26,5.80,1.533972233,
13,D09,L_T40,89.75,9.06,89.85,159.79,2,
13,D10,ND_T40,89.75,11.90,86.71,154.20,1.88125,
13,D11,ND_T40,89.75,2.79,60.74,108.02,1.33984375,
13,D12,Background,89.75,0.00,0.00,0.00,,
13,E01,L_T,89.75,9.93,28.00,49.80,7,
13,E02,L_T,89.75,10.18,30.24,53.78,7,
13,E03,ND_PBMC,89.75,10.52,44.54,79.22,7,
13,E04,ND_PBMC,89.75,26.12,47.54,84.54,7,
13,E05,ND_T,89.75,19.97,43.21,76.85,7,
13,E06,ND_T,89.75,35.56,63.13,112.27,6.125,
13,E07,T2D_T,89.75,14.21,37.52,66.72,7,
13,E08,SVC007,89.75,-2.05,4.72,8.39,3.956521739,
13,E09,ND_T40,89.75,3.70,68.50,121.82,2,
13,E10,ND_T40,89.75,5.16,68.86,122.47,2,
13,E11,T2D_T40,89.75,11.57,57.24,101.80,2,
13,E12,Background,89.75,0.00,0.00,0.00,,
13,F01,Background,89.75,0.00,0.00,0.00,,
13,F02,SVC002,89.75,24.32,20.31,36.13,47.03125,
13,F03,ND_PBMC,89.75,26.95,46.70,83.05,7,
13,F04,ND_PBMC,89.75,16.30,40.60,72.20,7,
13,F05,ND_T,89.75,8.84,47.93,85.24,7,
13,F06,ND_T,89.75,32.10,48.09,85.53,6.125,
13,F07,T2D_T,89.75,10.77,33.24,59.12,7,
13,F08,SVC007,89.75,-3.25,5.93,10.54,6.218695652,
13,F09,ND_T40,89.75,6.06,66.29,117.89,2,
13,F10,ND_T40,89.75,7.50,74.64,132.74,2,
13,F11,T2D_T40,89.75,-71.94,48.30,85.90,2,
13,F12,Background,89.75,0.00,0.00,0.00,,
13,G01,Background,89.75,0.00,0.00,0.00,,
13,G02,SVC003,89.75,8.14,10.79,19.19,36.09375,
13,G03,ND_PBMC,89.75,29.88,48.37,86.03,7,
13,G04,ND_PBMC,89.75,8.98,41.95,74.60,7,
13,G05,ND_T,89.75,13.77,40.07,71.25,7,
13,G06,ND_T,89.75,34.17,57.60,102.43,6.125,
13,G07,T2D_T,89.75,10.29,25.67,45.65,7,
13,G08,SVC007,89.75,0.16,6.05,10.77,6.218695652,
13,G09,ND_T40,89.75,2.25,68.68,122.15,2,
13,G10,ND_T40,89.75,3.55,72.06,128.15,2,
13,G11,T2D_T40,89.75,7.90,65.29,116.11,2,
13,G12,Background,89.75,0.00,0.00,0.00,,
13,H01,Background,89.75,0.00,0.00,0.00,,
13,H02,Unassigned,89.75,-0.60,0.18,0.32,,
13,H03,ND_PBMC,89.75,19.87,33.75,60.03,7,
13,H04,ND_PBMC,89.75,11.14,37.96,67.50,7,
13,H05,ND_T,89.75,9.92,29.52,52.51,7,
13,H06,Unassigned,89.75,-8.42,-0.11,-0.19,,
13,H07,T2D_T,89.75,16.15,27.76,49.38,,
13,H08,Unassigned,89.75,-5.29,0.07,0.13,,
13,H09,ND_T40,89.75,6.30,66.90,118.98,2,
13,H10,ND_T40,89.75,16.56,80.39,142.96,2,
13,H11,Unassigned,89.75,-4.17,0.30,0.53,,
13,H12,Background,89.75,0.00,0.00,0.00,,
14,A01,Background,96.13,0.00,0.00,0.00,,
14,A02,Background,96.13,0.00,0.00,0.00,,
14,A03,ND_PBMC,96.13,23.82,53.53,95.21,7,
14,A04,ND_PBMC,96.13,23.05,54.55,97.01,7,
14,A05,T2D_PBMC,96.13,24.44,52.87,94.03,7,
14,A06,Unassigned,96.13,-1.45,-0.04,-0.07,,
14,A07,SVC006,96.13,-0.08,0.75,1.34,1.533972233,
14,A08,SVC006,96.13,-0.64,0.67,1.19,1.533972233,
14,A09,L_T40,96.13,13.47,54.40,96.75,2,
14,A10,Unassigned,96.13,-0.06,0.37,0.65,,
14,A11,Unassigned,96.13,-7.76,-0.25,-0.45,,
14,A12,Background,96.13,0.00,0.00,0.00,,
14,B01,L_PBMC,96.13,16.76,37.09,65.96,7,
14,B02,L_PBMC,96.13,22.32,36.86,65.55,7,
14,B03,ND_PBMC,96.13,19.09,48.79,86.77,7,
14,B04,ND_PBMC,96.13,27.84,50.71,90.19,7,
14,B05,T2D_PBMC,96.13,32.38,67.82,120.62,7,
14,B06,ND_T,96.13,19.60,36.96,65.73,0.566847826,
14,B07,ND_T,96.13,7.04,12.05,21.42,0.551630435,
14,B08,SVC006,96.13,1.78,1.10,1.95,,
14,B09,L_T40,96.13,6.22,66.27,117.86,2,
14,B10,ND_T40,96.13,7.52,61.02,108.52,15.5875,
14,B11,T2D_T40,96.13,16.37,41.68,74.13,2,
14,B12,Background,96.13,0.00,0.00,0.00,,
14,C01,L_PBMC,96.13,18.21,43.65,77.63,7,
14,C02,L_PBMC,96.13,9.10,41.60,73.97,7,
14,C03,ND_PBMC,96.13,22.27,42.32,75.27,7,
14,C04,ND_PBMC,96.13,23.40,61.06,108.58,7,
14,C05,T2D_PBMC,96.13,25.91,57.68,102.58,7,
14,C06,ND_T,96.13,22.02,41.42,73.66,5.668478269,
14,C07,ND_T,96.13,3.13,13.16,23.41,5.516343478,
14,C08,SVC006,96.13,-5.25,2.83,5.04,1.533972233,
14,C09,L_T40,96.13,16.49,77.83,138.41,2,
14,C10,ND_T40,96.13,4.35,86.86,154.47,1.88125,
14,C11,ND_T40,96.13,-16.96,45.78,81.41,1.33984375,
14,C12,Background,96.13,0.00,0.00,0.00,,
14,D01,L_T,96.13,8.95,24.81,44.12,7,
14,D02,L_T,96.13,9.34,25.43,45.22,7,
14,D03,ND_PBMC,96.13,18.07,48.38,86.04,7,
14,D04,ND_PBMC,96.13,22.22,55.17,98.11,7,
14,D05,T2D_PBMC,96.13,29.14,51.96,92.41,7,
14,D06,ND_T,96.13,13.85,38.59,68.63,5.668478269,
14,D07,ND_T,96.13,7.76,13.78,24.51,5.516343478,
14,D08,SVC006,96.13,-7.67,4.10,7.29,1.533972233,
14,D09,L_T40,96.13,8.03,86.30,153.48,2,
14,D10,ND_T40,96.13,13.65,82.80,147.25,1.88125,
14,D11,ND_T40,96.13,3.43,59.73,106.22,1.33984375,
14,D12,Background,96.13,0.00,0.00,0.00,,
14,E01,L_T,96.13,10.84,28.11,49.99,7,
14,E02,L_T,96.13,9.38,30.03,53.40,7,
14,E03,ND_PBMC,96.13,9.98,45.41,80.76,7,
14,E04,ND_PBMC,96.13,26.04,48.45,86.16,7,
14,E05,ND_T,96.13,19.55,43.88,78.04,7,
14,E06,ND_T,96.13,35.32,63.65,113.20,6.125,
14,E07,T2D_T,96.13,14.53,37.82,67.27,7,
14,E08,SVC007,96.13,-0.49,4.29,7.62,4.260869565,
14,E09,ND_T40,96.13,2.92,67.26,119.62,2,
14,E10,ND_T40,96.13,6.08,67.60,120.22,2,
14,E11,T2D_T40,96.13,11.27,56.11,99.79,2,
14,E12,Background,96.13,0.00,0.00,0.00,,
14,F01,Background,96.13,0.00,0.00,0.00,,
14,F02,SVC002,96.13,24.77,20.31,36.12,47.03125,
14,F03,ND_PBMC,96.13,34.49,47.00,83.58,7,
14,F04,ND_PBMC,96.13,14.74,40.44,71.91,7,
14,F05,ND_T,96.13,7.77,47.61,84.66,7,
14,F06,ND_T,96.13,30.96,48.43,86.13,6.125,
14,F07,T2D_T,96.13,12.04,34.26,60.93,7,
14,F08,SVC007,96.13,-2.83,6.04,10.74,6.218695652,
14,F09,ND_T40,96.13,5.21,65.43,116.37,2,
14,F10,ND_T40,96.13,15.54,73.78,131.22,2,
14,F11,T2D_T40,96.13,-71.87,46.55,82.79,2,
14,F12,Background,96.13,0.00,0.00,0.00,,
14,G01,Background,96.13,0.00,0.00,0.00,,
14,G02,SVC003,96.13,7.36,10.64,18.93,36.09375,
14,G03,ND_PBMC,96.13,24.89,48.16,85.64,7,
14,G04,ND_PBMC,96.13,7.82,39.66,70.54,7,
14,G05,ND_T,96.13,13.24,40.02,71.18,7,
14,G06,ND_T,96.13,32.88,57.74,102.69,6.125,
14,G07,T2D_T,96.13,10.90,26.48,47.09,7,
14,G08,SVC007,96.13,0.91,6.31,11.23,6.218695652,
14,G09,ND_T40,96.13,1.52,67.39,119.84,2,
14,G10,ND_T40,96.13,4.55,71.59,127.31,2,
14,G11,T2D_T40,96.13,9.12,63.98,113.78,2,
14,G12,Background,96.13,0.00,0.00,0.00,,
14,H01,Background,96.13,0.00,0.00,0.00,,
14,H02,Unassigned,96.13,-0.57,0.50,0.88,,
14,H03,ND_PBMC,96.13,19.77,35.05,62.33,7,
14,H04,ND_PBMC,96.13,10.38,38.88,69.15,7,
14,H05,ND_T,96.13,9.76,30.22,53.75,7,
14,H06,Unassigned,96.13,-3.84,0.51,0.91,,
14,H07,T2D_T,96.13,16.42,28.43,50.56,,
14,H08,Unassigned,96.13,-5.34,0.23,0.41,,
14,H09,ND_T40,96.13,7.17,65.91,117.22,2,
14,H10,ND_T40,96.13,17.34,79.54,141.45,2,
14,H11,Unassigned,96.13,-3.14,0.23,0.40,,
14,H12,Background,96.13,0.00,0.00,0.00,,
